Manufacturer & Weapon Type ID,Manufacturer,Weapon Type,Part ID,Part Type,String,Stat
9,Jakobs,Shotgun,59,Barrel Accessory,JAK_SG.part_barrel_02_a,+伤害
9,Jakobs,Shotgun,60,Barrel Accessory,JAK_SG.part_barrel_02_b,+精准度
9,Jakobs,Shotgun,61,Barrel Accessory,JAK_SG.part_barrel_02_c,-装填时间
9,Jakobs,Shotgun,62,Barrel Accessory,JAK_SG.part_barrel_02_d,+伤害
9,Jakobs,Shotgun,63,Manufacturer Part,JAK_SG.part_barrel_licensed_ted,"泰迪尔装填,无可见属性变化"
9,Jakobs,Shotgun,64,Manufacturer Part,JAK_SG.part_barrel_licensed_ted_shooting,"泰迪尔射击,无可见属性变化"
9,Jakobs,Shotgun,65,Manufacturer Part,JAK_SG.part_barrel_licensed_ted_mirv,"泰迪尔分裂式,无可见属性变化"
9,Jakobs,Shotgun,66,Manufacturer Part,JAK_SG.part_barrel_licensed_ted_combo,"泰迪尔组合,无可见属性变化"
9,Jakobs,Shotgun,67,Manufacturer Part,JAK_SG.part_barrel_licensed_hyp,"亥伯龙护盾可见附件,无可见属性变化"
9,Jakobs,Shotgun,68,Foregrip,JAK_SG.part_foregrip_01,+伤害
9,Jakobs,Shotgun,69,Manufacturer Part,JAK_SG.part_mag_torgue_normal,托格冲击弹匣
9,Jakobs,Shotgun,70,Manufacturer Part,JAK_SG.part_mag_torgue_sticky,托格粘性弹匣
9,Jakobs,Shotgun,71,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cor_rad_shock,彩色喷雾-腐蚀，辐射，电击
9,Jakobs,Shotgun,72,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cor_fire_shock,彩色喷雾-腐蚀，点燃，电击
9,Jakobs,Shotgun,73,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cor_fire_rad,彩色喷雾-腐蚀，点燃，辐射
9,Jakobs,Shotgun,74,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cor_cryo_shock,彩色喷雾-腐蚀，冰冻，电击
9,Jakobs,Shotgun,75,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cor_cryo_rad,彩色喷雾-腐蚀，冰冻，辐射
9,Jakobs,Shotgun,76,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cor_cryo_fire,彩色喷雾-腐蚀，冰冻，点燃
9,Jakobs,Shotgun,77,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_fire_rad_shock,彩色喷雾-点燃，辐射，电击
9,Jakobs,Shotgun,78,Magazine,JAK_SG.part_mag_01_slugger,"1.7s装填时间,30弹容"
9,Jakobs,Shotgun,79,Barrel,JAK_SG.part_barrel_01_slugger,"强力重击手,5019伤害,82%精准度,1.0/s射速,1弹容"
9,Jakobs,Shotgun,82,Barrel,JAK_SG.part_barrel_01_hellwalker,"地狱行者,1071x10伤害,45%精准度,2.0/s射速,2/每发"
9,Jakobs,Shotgun,84,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cryo_rad_shock,彩色喷雾-冰冻，辐射，电击
9,Jakobs,Shotgun,86,Barrel,JAK_SG.part_barrel_rainbowvomit,"彩虹呕吐物,823x6伤害,73%精准度,1.5/s射速"
9,Jakobs,Shotgun,87,Magazine,JAK_SG.part_mag_rainbowvomit,"2.2s装填时间,6弹容"
9,Jakobs,Shotgun,88,Manufacturer Part,JAK_SG.part_mag_torgue_sticky_tkswave,托格粘性弹匣
9,Jakobs,Shotgun,89,Manufacturer Part,JAK_SG.part_mag_torgue_normal_tkswave,托格冲击弹匣
9,Jakobs,Shotgun,90,Barrel,JAK_SG.part_barrel_tkswave,"尊者波动,1673x10伤害,51%精准度,1.3/s射速,2/每发"
9,Jakobs,Shotgun,92,Magazine,JAK_SG.part_mag_02_b02,"5.5s装填时间,6弹容,2/每发"
9,Jakobs,Shotgun,93,Magazine,JAK_SG.part_mag_01_b01,"1.7s装填时间,1/每发"
9,Jakobs,Shotgun,94,Magazine,JAK_SG.part_mag_01_b02,"1.7s装填时间,2弹容,2/每发"
24,Jakobs,Sniper,2,Body,JAK_SR.part_body,"无属性变化，固有部件"
24,Jakobs,Sniper,3,Body Accessory,JAK_SR.part_body_a,-装填时间
24,Jakobs,Sniper,4,Body Accessory,JAK_SR.part_body_b,-装填时间
24,Jakobs,Sniper,5,Body Accessory,JAK_SR.part_body_c,无可见属性变化
24,Jakobs,Sniper,6,Body Accessory,JAK_SR.part_body_d,+暴击伤害
24,Jakobs,Sniper,7,Barrel,JAK_SR.part_barrel_01,"雷暴,4544伤害,89%精准度,1.1/s射速"
24,Jakobs,Sniper,8,Barrel,JAK_SR.part_barrel_02,"烈焰,5481伤害,91%精准度,0.8/s射速"
24,Jakobs,Sniper,9,Manufacturer Part,JAK_SR.part_shield_default,亥伯龙护盾
24,Jakobs,Sniper,10,Manufacturer Part,JAK_SR.part_shield_ricochet,亥伯龙跳弹护盾
24,Jakobs,Sniper,11,Manufacturer Part,JAK_SR.part_shield_ammo,亥伯龙吸收护盾
24,Jakobs,Sniper,12,Manufacturer Part,JAK_SR.part_shield_amp,亥伯龙增强护盾
24,Jakobs,Sniper,13,Magazine,JAK_SR.part_mag_01,"3.5s装填时间,6弹容"
24,Jakobs,Sniper,14,Magazine,JAK_SR.part_mag_02,"2.8s装填时间,4弹容"
24,Jakobs,Sniper,15,Magazine,JAK_SR.part_mag_03_tor,"3.0s装填时间,10弹容"
24,Jakobs,Sniper,16,Magazine,JAK_SR.part_mag_04_cov,"4.0s装填时间,10弹容"
24,Jakobs,Sniper,17,Magazine,JAK_SR.part_mag_05_borg,"3.1s装填时间,8弹容"
24,Jakobs,Sniper,18,Manufacturer Part,JAK_SR.part_mag_torgue_normal,托格冲击弹匣
24,Jakobs,Sniper,19,Manufacturer Part,JAK_SR.part_mag_torgue_sticky,托格粘性弹匣
24,Jakobs,Sniper,20,Stat Modifier,JAK_SR.part_mag_ted_thrown_01,2.0s装填时间
24,Jakobs,Sniper,21,Stat Modifier,JAK_SR.part_mag_ted_thrown_02,2.0s装填时间
24,Jakobs,Sniper,22,Stat Modifier,JAK_SR.part_mag_ted_thrown_03_tor,2.0s装填时间
24,Jakobs,Sniper,23,Stat Modifier,JAK_SR.part_mag_ted_thrown_04_cov,3.0s装填时间
24,Jakobs,Sniper,24,Stat Modifier,JAK_SR.part_mag_ted_thrown_05_bor,3.0s装填时间
24,Jakobs,Sniper,25,Scope,JAK_SR.part_scope_ironsight,机瞄
24,Jakobs,Sniper,26,Scope,JAK_SR.part_scope_01_lens_01,瞄准镜 +++放大倍率
24,Jakobs,Sniper,27,Scope,JAK_SR.part_scope_01_lens_02,瞄准镜 ++放大倍率
24,Jakobs,Sniper,28,Scope,JAK_SR.part_scope_02_lens_01,瞄准镜 ++放大倍率
24,Jakobs,Sniper,29,Scope,JAK_SR.part_scope_02_lens_02,瞄准镜 +++放大倍率
24,Jakobs,Sniper,30,Scope Accessory,JAK_SR.part_scope_acc_s01_l01_a,+伤害
24,Jakobs,Sniper,31,Scope Accessory,JAK_SR.part_scope_acc_s01_l01_b,-装填时间
24,Jakobs,Sniper,32,Scope Accessory,JAK_SR.part_scope_acc_s02_l01_a,无可见属性变化
24,Jakobs,Sniper,33,Scope Accessory,JAK_SR.part_scope_acc_s02_l01_b,+暴击伤害
24,Jakobs,Sniper,34,Scope Accessory,JAK_SR.part_scope_acc_s01_l02_a,+伤害
24,Jakobs,Sniper,35,Scope Accessory,JAK_SR.part_scope_acc_s01_l02_b,-装填时间
24,Jakobs,Sniper,36,Scope Accessory,JAK_SR.part_scope_acc_s02_l02_a,无可见属性变化
24,Jakobs,Sniper,37,Scope Accessory,JAK_SR.part_scope_acc_s02_l02_b,+暴击伤害
24,Jakobs,Sniper,38,Grip,JAK_SR.part_grip_05a_ted_legs,"泰迪尔装填修改组件:腿部,无可见属性变化"
24,Jakobs,Sniper,39,Grip,JAK_SR.part_grip_05c_ted_jav,"泰迪尔装填修改组件:标枪,无可见属性变化"
24,Jakobs,Sniper,40,Grip,JAK_SR.part_grip_05b_ted_homing,"泰迪尔装填修改组件:追踪,无可见属性变化"
24,Jakobs,Sniper,41,Grip,JAK_SR.part_grip_04_hyp,"亥伯龙握把,-精准度,持续射击提升精准度"
24,Jakobs,Sniper,42,Grip,JAK_SR.part_grip_01,+伤害
24,Jakobs,Sniper,43,Grip,JAK_SR.part_grip_02,+暴击伤害
24,Jakobs,Sniper,44,Grip,JAK_SR.part_grip_03,-装填时间
24,Jakobs,Sniper,45,Underbarrel,JAK_SR.part_underbarrel_01_shotgun,附属开火-霰弹枪
24,Jakobs,Sniper,46,Underbarrel,JAK_SR.part_underbarrel_02_rocket,附属开火-大型火箭
24,Jakobs,Sniper,47,Underbarrel,JAK_SR.part_underbarrel_04_atlas_ball,阿特拉斯追踪手雷
24,Jakobs,Sniper,48,Underbarrel,JAK_SR.part_underbarrel_05_ammoswitcher,"代达洛斯弹药切换下挂"
24,Jakobs,Sniper,49,Foregrip,JAK_SR.part_foregrip_02,-装填时间
24,Jakobs,Sniper,50,Foregrip,JAK_SR.part_foregrip_03,无可见属性变化
24,Jakobs,Sniper,51,Foregrip,JAK_SR.part_foregrip_01,+伤害
24,Jakobs,Sniper,52,Underbarrel,JAK_SR.part_underbarrel_04_atlas,阿特拉斯追踪飞镖
24,Jakobs,Sniper,53,Underbarrel,JAK_SR.part_underbarrel_03_crank,附属开火-曲柄冲锋枪
24,Jakobs,Sniper,54,Manufacturer Part,JAK_SR.part_secondary_ammo_smg,代达洛斯冲锋枪弹药
24,Jakobs,Sniper,55,Manufacturer Part,JAK_SR.part_secondary_ammo_ar,代达洛斯突击步枪弹药
24,Jakobs,Sniper,56,Manufacturer Part,JAK_SR.part_secondary_ammo_ps,代达洛斯手枪弹药
24,Jakobs,Sniper,57,Barrel Accessory,JAK_SR.part_barrel_01_a,+伤害
24,Jakobs,Sniper,58,Barrel Accessory,JAK_SR.part_barrel_01_b,+暴击伤害
24,Jakobs,Sniper,59,Barrel Accessory,JAK_SR.part_barrel_01_c,无可见属性变化
24,Jakobs,Sniper,60,Barrel Accessory,JAK_SR.part_barrel_01_d,无可见属性变化
24,Jakobs,Sniper,61,Barrel Accessory,JAK_SR.part_barrel_02_a,+伤害
24,Jakobs,Sniper,62,Barrel Accessory,JAK_SR.part_barrel_02_b,无可见属性变化
24,Jakobs,Sniper,63,Barrel Accessory,JAK_SR.part_barrel_02_c,+DPS但是不改变面板
24,Jakobs,Sniper,64,Barrel Accessory,JAK_SR.part_barrel_02_d,+伤害
24,Jakobs,Sniper,65,Manufacturer Part,JAK_SR.part_barrel_licensed_ted,"泰迪尔装填,无可见属性变化"
24,Jakobs,Sniper,66,Manufacturer Part,JAK_SR.part_barrel_licensed_ted_shooting,"泰迪尔射击,无可见属性变化"
24,Jakobs,Sniper,67,Manufacturer Part,JAK_SR.part_barrel_licensed_ted_combo,"泰迪尔组合,无可见属性变化"
24,Jakobs,Sniper,68,Manufacturer Part,JAK_SR.part_barrel_licensed_ted_mirv,"泰迪尔分裂式,无可见属性变化"
24,Jakobs,Sniper,69,Manufacturer Part,JAK_SR.part_barrel_licensed_hyp,"亥伯龙护盾可见附件,无可见属性变化"
24,Jakobs,Sniper,70,Manufacturer Part,JAK_SR.part_secondary_ammo_sg,代达洛斯霰弹枪弹药
24,Jakobs,Sniper,72,Barrel,JAK_SR.part_barrel_ballista,"博斯特尔弩炮,7027伤害,86%精准度,0.8/s射速"
24,Jakobs,Sniper,74,Barrel,JAK_SR.part_barrel_02_boomslang,"树蛇,6090伤害,95%精准度,0.8/2射速"
24,Jakobs,Sniper,75,Barrel,JAK_SR.part_barrel_truck,"卡车,7027伤害,87%精准度,1.0/s射速"
10,Maliwan,Shotgun,2,Body,MAL_SG.part_body,"无属性变化，固有部件"
10,Maliwan,Shotgun,3,Body Accessory,MAL_SG.part_body_a,-装填时间
10,Maliwan,Shotgun,4,Body Accessory,MAL_SG.part_body_b,+弹夹容量
10,Maliwan,Shotgun,5,Body Accessory,MAL_SG.part_body_c,+精准度
10,Maliwan,Shotgun,6,Body Accessory,MAL_SG.part_body_d,+元素伤害
10,Maliwan,Shotgun,7,Barrel,MAL_SG.part_barrel_01_kickballer,"踢球者,5131伤害,77%精准度,0.8/s射速"
10,Maliwan,Shotgun,8,Barrel,MAL_SG.part_barrel_01,"行星群,5131伤害,77%精准度,0.8/s射速"
10,Maliwan,Shotgun,9,Barrel,MAL_SG.part_barrel_02,"顶点,2677x2伤害,75%精准度,1.1/s射速,2/每发"
10,Maliwan,Shotgun,10,Manufacturer Part,MAL_SG.part_shield_default,亥伯龙护盾
10,Maliwan,Shotgun,11,Manufacturer Part,MAL_SG.part_shield_ricochet,亥伯龙跳弹护盾
10,Maliwan,Shotgun,12,Manufacturer Part,MAL_SG.part_shield_ammo,亥伯龙吸收护盾
10,Maliwan,Shotgun,13,Manufacturer Part,MAL_SG.part_shield_amp,亥伯龙增强护盾
10,Maliwan,Shotgun,14,Magazine,MAL_SG.part_mag_05_borg,"2.8s装填时间,10弹容"
10,Maliwan,Shotgun,15,Magazine,MAL_SG.part_mag_04_cov,3.5s装填时间 8弹容
10,Maliwan,Shotgun,16,Magazine,MAL_SG.part_mag_01,"2.4s装填时间,6弹容"
10,Maliwan,Shotgun,17,Magazine,MAL_SG.part_mag_02,"2.0s装填时间,8弹容"
10,Maliwan,Shotgun,18,Stat Modifier,MAL_SG.part_mag_ted_thrown_01,1.7s装填时间
10,Maliwan,Shotgun,19,Stat Modifier,MAL_SG.part_mag_ted_thrown_02,1.7s装填时间
10,Maliwan,Shotgun,20,Stat Modifier,MAL_SG.part_mag_ted_thrown_03_tor,1.7s装填时间
10,Maliwan,Shotgun,21,Stat Modifier,MAL_SG.part_mag_ted_thrown_04_cov,3.0s装填时间
10,Maliwan,Shotgun,22,Stat Modifier,MAL_SG.part_mag_ted_thrown_05_bor,2.5s装填时间
10,Maliwan,Shotgun,23,Scope,MAL_SG.part_scope_ironsight,机瞄
10,Maliwan,Shotgun,24,Scope,MAL_SG.part_scope_01_lens_01,瞄准镜 +放大倍率
10,Maliwan,Shotgun,25,Scope,MAL_SG.part_scope_01_lens_02,瞄准镜 +放大倍率
10,Maliwan,Shotgun,26,Scope,MAL_SG.part_scope_02_lens_01,瞄准镜 ++放大倍率
10,Maliwan,Shotgun,27,Scope,MAL_SG.part_scope_02_lens_02,瞄准镜 +++放大倍率
10,Maliwan,Shotgun,28,Scope Accessory,MAL_SG.part_scope_acc_s01_l01_a,+伤害
10,Maliwan,Shotgun,29,Scope Accessory,MAL_SG.part_scope_acc_s01_l01_b,-装填时间
10,Maliwan,Shotgun,30,Scope Accessory,MAL_SG.part_scope_acc_s02_l01_a,+稳定性
10,Maliwan,Shotgun,31,Scope Accessory,MAL_SG.part_scope_acc_s02_l01_b,+元素伤害
10,Maliwan,Shotgun,32,Scope Accessory,MAL_SG.part_scope_acc_s01_l02_a,+伤害
10,Maliwan,Shotgun,33,Scope Accessory,MAL_SG.part_scope_acc_s01_l02_b,-装填时间
10,Maliwan,Shotgun,34,Scope Accessory,MAL_SG.part_scope_acc_s02_l02_a,+稳定性
10,Maliwan,Shotgun,35,Scope Accessory,MAL_SG.part_scope_acc_s02_l02_b,+元素伤害
10,Maliwan,Shotgun,36,Grip,MAL_SG.part_grip_05a_ted_legs,"泰迪尔装填修改组件:腿部,无可见属性变化"
10,Maliwan,Shotgun,37,Grip,MAL_SG.part_grip_05b_ted_homing,"泰迪尔装填修改组件:追踪,无可见属性变化"
10,Maliwan,Shotgun,38,Grip,MAL_SG.part_grip_05c_ted_jav,"泰迪尔装填修改组件:标枪,无可见属性变化"
10,Maliwan,Shotgun,39,Grip,MAL_SG.part_grip_04_hyp,"亥伯龙握把,-精准度,持续射击提升精准度"
10,Maliwan,Shotgun,40,Grip,MAL_SG.part_grip_01,+伤害
10,Maliwan,Shotgun,41,Grip,MAL_SG.part_grip_02,+射速
10,Maliwan,Shotgun,42,Grip,MAL_SG.part_grip_03,-装填时间
10,Maliwan,Shotgun,43,Underbarrel,MAL_SG.part_underbarrel_03_beam_tosser,附属开火-光束传递者
10,Maliwan,Shotgun,44,Underbarrel,MAL_SG.part_underbarrel_02_energydisc,附属开火-能量圆盘
10,Maliwan,Shotgun,45,Underbarrel,MAL_SG.part_underbarrel_04_atlas_ball,阿特拉斯追踪手雷
10,Maliwan,Shotgun,46,Underbarrel,MAL_SG.part_underbarrel_05_ammoswitcher,"代达洛斯弹药切换下挂"
10,Maliwan,Shotgun,47,Foregrip,MAL_SG.part_foregrip_02,+射速
10,Maliwan,Shotgun,48,Foregrip,MAL_SG.part_foregrip_03,+精准度
10,Maliwan,Shotgun,49,Underbarrel,MAL_SG.part_underbarrel_01_blowback,附属开火-能量冲击波
10,Maliwan,Shotgun,50,Underbarrel,MAL_SG.part_underbarrel_04_atlas,阿特拉斯追踪飞镖
10,Maliwan,Shotgun,51,Foregrip,MAL_SG.part_foregrip_01,+伤害
10,Maliwan,Shotgun,52,Manufacturer Part,MAL_SG.part_secondary_ammo_smg,代达洛斯冲锋枪弹药
10,Maliwan,Shotgun,53,Manufacturer Part,MAL_SG.part_secondary_ammo_ar,代达洛斯突击步枪弹药
10,Maliwan,Shotgun,54,Manufacturer Part,MAL_SG.part_secondary_ammo_ps,代达洛斯手枪弹药
10,Maliwan,Shotgun,55,Manufacturer Part,MAL_SG.part_secondary_ammo_sr,代达洛斯狙击枪弹药
10,Maliwan,Shotgun,56,Barrel,MAL_SG.part_barrel_01_kaleidosplode,"万花爆炸,1171伤害,77%精准度,1.0/s射速"
10,Maliwan,Shotgun,58,Barrel,MAL_SG.part_barrel_02_sweet_embrace,"甜蜜拥抱,2510x4伤害,72%精准度,1.0/s射速,2/每发"
10,Maliwan,Shotgun,59,Foregrip,MAL_SG.part_foregrip_04,无可见属性变化
10,Maliwan,Shotgun,62,Barrel,MAL_SG.part_barrel_02_mantra,"真言,3430伤害,86%精准度,2.3/s射速"
10,Maliwan,Shotgun,63,Barrel Accessory,MAL_SG.part_barrel_01_a,+伤害
10,Maliwan,Shotgun,64,Barrel Accessory,MAL_SG.part_barrel_01_b,+元素伤害
10,Maliwan,Shotgun,65,Barrel Accessory,MAL_SG.part_barrel_01_c,+元素伤害
10,Maliwan,Shotgun,66,Barrel Accessory,MAL_SG.part_barrel_01_d,+精准度
10,Maliwan,Shotgun,67,Barrel Accessory,MAL_SG.part_barrel_02_a,+伤害
10,Maliwan,Shotgun,68,Barrel Accessory,MAL_SG.part_barrel_02_b,+精准度
10,Maliwan,Shotgun,69,Barrel Accessory,MAL_SG.part_barrel_02_c,+射速
10,Maliwan,Shotgun,70,Barrel Accessory,MAL_SG.part_barrel_02_d,+射速
10,Maliwan,Shotgun,71,Manufacturer Part,MAL_SG.part_barrel_licensed_jak,雅各布斯-暴击跳弹
10,Maliwan,Shotgun,72,Manufacturer Part,MAL_SG.part_barrel_licensed_ted,"泰迪尔装填,无可见属性变化"
10,Maliwan,Shotgun,73,Manufacturer Part,MAL_SG.part_barrel_licensed_ted_shooting,"泰迪尔射击,无可见属性变化"
10,Maliwan,Shotgun,74,Manufacturer Part,MAL_SG.part_barrel_licensed_ted_mirv,"泰迪尔分裂式,无可见属性变化"
10,Maliwan,Shotgun,75,Manufacturer Part,MAL_SG.part_barrel_licensed_ted_combo,"泰迪尔组合,无可见属性变化"
10,Maliwan,Shotgun,76,Manufacturer Part,MAL_SG.part_barrel_licensed_hyp,"亥伯龙护盾可见附件,无可见属性变化"
10,Maliwan,Shotgun,77,Manufacturer Part,MAL_SG.part_mag_torgue_normal,托格冲击弹匣
10,Maliwan,Shotgun,78,Manufacturer Part,MAL_SG.part_mag_torgue_sticky,托格粘性弹匣
10,Maliwan,Shotgun,79,Magazine,MAL_SG.part_mag_03_tor,"2.2s装填时间,4弹容"
21,Maliwan,SMG,2,Body,MAL_SM.part_body,"无属性变化，固有部件"
21,Maliwan,SMG,3,Body Accessory,MAL_SM.part_body_a,-装填时间
21,Maliwan,SMG,4,Body Accessory,MAL_SM.part_body_b,+弹夹容量
21,Maliwan,SMG,5,Body Accessory,MAL_SM.part_body_c,+精准度
21,Maliwan,SMG,6,Body Accessory,MAL_SM.part_body_d,无可见属性变化
21,Maliwan,SMG,7,Barrel,MAL_SM.part_barrel_01,"星历,580伤害,80%精准度,7.3/s射速"
21,Maliwan,SMG,8,Barrel,MAL_SM.part_barrel_02,"共鸣,714伤害,81%精准度,5.3/s射速"
21,Maliwan,SMG,9,Manufacturer Part,MAL_SM.part_shield_default,亥伯龙护盾
21,Maliwan,SMG,10,Manufacturer Part,MAL_SM.part_shield_ricochet,亥伯龙跳弹护盾
21,Maliwan,SMG,11,Manufacturer Part,MAL_SM.part_shield_ammo,亥伯龙吸收护盾
21,Maliwan,SMG,12,Manufacturer Part,MAL_SM.part_shield_amp,亥伯龙增强护盾
21,Maliwan,SMG,13,Magazine,MAL_SM.part_mag_01,"2.2s装填时间,28弹容"
21,Maliwan,SMG,14,Magazine,MAL_SM.part_mag_02,"2.7s装填时间,36弹容"
21,Maliwan,SMG,15,Magazine,MAL_SM.part_mag_03_tor,"2.4s装填时间,24弹容"
21,Maliwan,SMG,16,Magazine,MAL_SM.part_mag_04_cov,"3.4s装填时间,37弹容"
21,Maliwan,SMG,17,Magazine,MAL_SM.part_mag_05_borg,"2.0s装填时间,40弹容"
21,Maliwan,SMG,18,Manufacturer Part,MAL_SM.part_mag_torgue_normal,托格冲击弹匣
21,Maliwan,SMG,19,Manufacturer Part,MAL_SM.part_mag_torgue_sticky,托格粘性弹匣
21,Maliwan,SMG,20,Stat Modifier,MAL_SM.part_mag_ted_thrown_01,2.0s装填时间
21,Maliwan,SMG,21,Stat Modifier,MAL_SM.part_mag_ted_thrown_02,2.0s装填时间
21,Maliwan,SMG,22,Stat Modifier,MAL_SM.part_mag_ted_thrown_03_tor,2.0s装填时间
21,Maliwan,SMG,23,Stat Modifier,MAL_SM.part_mag_ted_thrown_04_cov,3.0s装填时间
21,Maliwan,SMG,24,Stat Modifier,MAL_SM.part_mag_ted_thrown_05_bor,3.0s装填时间
21,Maliwan,SMG,25,Scope,MAL_SM.part_scope_ironsight,机瞄
21,Maliwan,SMG,26,Scope,MAL_SM.part_scope_01_lens_01,瞄准镜 +放大倍率
21,Maliwan,SMG,27,Scope,MAL_SM.part_scope_01_lens_02,瞄准镜 +放大倍率
21,Maliwan,SMG,28,Scope,MAL_SM.part_scope_02_lens_01,瞄准镜 ++放大倍率
21,Maliwan,SMG,29,Scope,MAL_SM.part_scope_02_lens_02,瞄准镜 ++放大倍率
21,Maliwan,SMG,30,Scope Accessory,MAL_SM.part_scope_acc_S01_L01_a,+伤害
21,Maliwan,SMG,31,Scope Accessory,MAL_SM.part_scope_acc_S01_L01_b,-装填时间
21,Maliwan,SMG,32,Scope Accessory,MAL_SM.part_scope_acc_S02_L01_a,无可见属性变化
21,Maliwan,SMG,33,Scope Accessory,MAL_SM.part_scope_acc_S02_L01_b,无可见属性变化
21,Maliwan,SMG,34,Scope Accessory,MAL_SM.part_scope_acc_S01_L02_a,+伤害
21,Maliwan,SMG,35,Scope Accessory,MAL_SM.part_scope_acc_S01_L02_b,-装填时间
21,Maliwan,SMG,36,Scope Accessory,MAL_SM.part_scope_acc_S02_L02_a,无可见属性变化
21,Maliwan,SMG,37,Scope Accessory,MAL_SM.part_scope_acc_S02_L02_b,无可见属性变化
21,Maliwan,SMG,38,Grip,MAL_SM.part_grip_05c_ted_jav,"泰迪尔装填修改组件:标枪,无可见属性变化"
21,Maliwan,SMG,39,Grip,MAL_SM.part_grip_05b_ted_homing,"泰迪尔装填修改组件:追踪,无可见属性变化"
21,Maliwan,SMG,40,Grip,MAL_SM.part_grip_05a_ted_legs,"泰迪尔装填修改组件:腿部,无可见属性变化"
21,Maliwan,SMG,41,Grip,MAL_SM.part_grip_04_hyp,"亥伯龙握把,-精准度,持续射击提升精准度"
21,Maliwan,SMG,42,Grip,MAL_SM.part_grip_01,+伤害
21,Maliwan,SMG,43,Grip,MAL_SM.part_grip_02,+射速
21,Maliwan,SMG,44,Grip,MAL_SM.part_grip_03,-装填时间
21,Maliwan,SMG,45,Underbarrel,MAL_SM.part_underbarrel_03_railgun,附属开火-轨道炮
21,Maliwan,SMG,46,Underbarrel,MAL_SM.part_underbarrel_02_overcharge,附属开火-能量释放
21,Maliwan,SMG,47,Underbarrel,MAL_SM.part_underbarrel_04_atlas_ball,阿特拉斯追踪手雷
21,Maliwan,SMG,48,Underbarrel,MAL_SM.part_underbarrel_05_ammoswitcher,"代达洛斯弹药切换下挂"
21,Maliwan,SMG,49,Foregrip,MAL_SM.part_foregrip_02,+射速
21,Maliwan,SMG,50,Foregrip,MAL_SM.part_foregrip_03,+精准度
21,Maliwan,SMG,51,Foregrip,MAL_SM.part_foregrip_01,+伤害
21,Maliwan,SMG,52,Underbarrel,MAL_SM.part_underbarrel_04_atlas,阿特拉斯追踪飞镖
21,Maliwan,SMG,53,Underbarrel,MAL_SM.part_underbarrel_01_laserwire,附属开火-激光线
21,Maliwan,SMG,54,Manufacturer Part,MAL_SM.part_secondary_ammo_sg,代达洛斯霰弹枪弹药
21,Maliwan,SMG,55,Manufacturer Part,MAL_SM.part_secondary_ammo_ar,代达洛斯突击步枪弹药
21,Maliwan,SMG,56,Manufacturer Part,MAL_SM.part_secondary_ammo_ps,代达洛斯手枪弹药
21,Maliwan,SMG,57,Manufacturer Part,MAL_SM.part_secondary_ammo_sr,代达洛斯狙击枪弹药
21,Maliwan,SMG,59,Barrel,MAL_SM.part_barrel_01_OhmIGot,"我的天呐,803伤害,100%精准度,8.0/s射速,2/每发"
21,Maliwan,SMG,61,Barrel Accessory,MAL_SM.part_barrel_02_d_PlasmaCoil,"+伤害,+射速,+弹夹容量"
21,Maliwan,SMG,62,Barrel,MAL_SM.part_barrel_02_PlasmaCoil,"超导等离子线圈,937伤害,84%精准度,7.7/s射速"
21,Maliwan,SMG,65,Barrel Accessory,MAL_SM.part_barrel_01_a,+伤害
21,Maliwan,SMG,66,Barrel Accessory,MAL_SM.part_barrel_01_b,无可见属性变化
21,Maliwan,SMG,67,Barrel Accessory,MAL_SM.part_barrel_01_c,无可见属性变化
21,Maliwan,SMG,68,Barrel Accessory,MAL_SM.part_barrel_01_d,+精准度
21,Maliwan,SMG,69,Barrel Accessory,MAL_SM.part_barrel_02_a,+伤害
21,Maliwan,SMG,70,Barrel Accessory,MAL_SM.part_barrel_02_b,+精准度
21,Maliwan,SMG,71,Barrel Accessory,MAL_SM.part_barrel_02_c,+射速
21,Maliwan,SMG,72,Barrel Accessory,MAL_SM.part_barrel_02_d,+射速
21,Maliwan,SMG,73,Manufacturer Part,MAL_SM.part_barrel_licensed_jak,雅各布斯-暴击跳弹
21,Maliwan,SMG,74,Manufacturer Part,MAL_SM.part_barrel_licensed_ted,"泰迪尔装填,无可见属性变化"
21,Maliwan,SMG,75,Manufacturer Part,MAL_SM.part_barrel_licensed_ted_shooting,"泰迪尔射击,无可见属性变化"
21,Maliwan,SMG,76,Manufacturer Part,MAL_SM.part_barrel_licensed_ted_mirv,"泰迪尔分裂式,无可见属性变化"
21,Maliwan,SMG,77,Manufacturer Part,MAL_SM.part_barrel_licensed_ted_combo,"泰迪尔组合,无可见属性变化"
21,Maliwan,SMG,78,Manufacturer Part,MAL_SM.part_barrel_licensed_hyp,"亥伯龙护盾可见附件,无可见属性变化"
25,Maliwan,Sniper,2,Body,MAL_SR.part_body,"无属性变化，固有部件"
25,Maliwan,Sniper,3,Body Accessory,MAL_SR.part_body_a,-装填时间
25,Maliwan,Sniper,4,Body Accessory,MAL_SR.part_body_b,+弹夹容量
