Manufacturer & Weapon Type ID,Manufacturer,Weapon Type,Part ID,Part Type,String,Name
24,Jakobs,Sniper,80,Manufacturer Part,JAK_SR.part_mag_torgue_sticky_fearstalker,Fearstalker
10,Maliwan,Shotgun,2,Body,MAL_SG.part_body,
10,Maliwan,Shotgun,3,Body Accessory,MAL_SG.part_body_a,
10,Maliwan,Shotgun,4,Body Accessory,MAL_SG.part_body_b,
10,Maliwan,Shotgun,5,Body Accessory,MAL_SG.part_body_c,
10,Maliwan,Shotgun,6,Body Accessory,MAL_SG.part_body_d,
10,Maliwan,Shotgun,7,Barrel,MAL_SG.part_barrel_01_kickballer,Kickballer
10,Maliwan,Shotgun,8,Barrel,MAL_SG.part_barrel_01,Stellium
10,Maliwan,Shotgun,9,Barrel,MAL_SG.part_barrel_02,Vertex
10,Maliwan,Shotgun,10,Manufacturer Part,MAL_SG.part_shield_default,
10,Maliwan,Shotgun,11,Manufacturer Part,MAL_SG.part_shield_ricochet,
10,Maliwan,Shotgun,12,Manufacturer Part,MAL_SG.part_shield_ammo,
10,Maliwan,Shotgun,13,Manufacturer Part,MAL_SG.part_shield_amp,
10,Maliwan,Shotgun,14,Magazine,MAL_SG.part_mag_05_borg,
10,Maliwan,Shotgun,15,Magazine,MAL_SG.part_mag_04_cov,
10,Maliwan,Shotgun,16,Magazine,MAL_SG.part_mag_01,
10,Maliwan,Shotgun,17,Magazine,MAL_SG.part_mag_02,
10,Maliwan,Shotgun,18,Tediore Throw Reload,MAL_SG.part_mag_ted_thrown_01,
10,Maliwan,Shotgun,19,Tediore Throw Reload,MAL_SG.part_mag_ted_thrown_02,
10,Maliwan,Shotgun,20,Tediore Throw Reload,MAL_SG.part_mag_ted_thrown_03_tor,
10,Maliwan,Shotgun,21,Tediore Throw Reload,MAL_SG.part_mag_ted_thrown_04_cov,
10,Maliwan,Shotgun,22,Tediore Throw Reload,MAL_SG.part_mag_ted_thrown_05_bor,
10,Maliwan,Shotgun,23,Scope,MAL_SG.part_scope_ironsight,
10,Maliwan,Shotgun,24,Scope,MAL_SG.part_scope_01_lens_01,
10,Maliwan,Shotgun,25,Scope,MAL_SG.part_scope_01_lens_02,
10,Maliwan,Shotgun,26,Scope,MAL_SG.part_scope_02_lens_01,
10,Maliwan,Shotgun,27,Scope,MAL_SG.part_scope_02_lens_02,
10,Maliwan,Shotgun,28,Scope Accessory,MAL_SG.part_scope_acc_s01_l01_a,
10,Maliwan,Shotgun,29,Scope Accessory,MAL_SG.part_scope_acc_s01_l01_b,
10,Maliwan,Shotgun,30,Scope Accessory,MAL_SG.part_scope_acc_s02_l01_a,
10,Maliwan,Shotgun,31,Scope Accessory,MAL_SG.part_scope_acc_s02_l01_b,
10,Maliwan,Shotgun,32,Scope Accessory,MAL_SG.part_scope_acc_s01_l02_a,
10,Maliwan,Shotgun,33,Scope Accessory,MAL_SG.part_scope_acc_s01_l02_b,
10,Maliwan,Shotgun,34,Scope Accessory,MAL_SG.part_scope_acc_s02_l02_a,
10,Maliwan,Shotgun,35,Scope Accessory,MAL_SG.part_scope_acc_s02_l02_b,
10,Maliwan,Shotgun,36,Grip,MAL_SG.part_grip_05a_ted_legs,
10,Maliwan,Shotgun,37,Grip,MAL_SG.part_grip_05b_ted_homing,
10,Maliwan,Shotgun,38,Grip,MAL_SG.part_grip_05c_ted_jav,
10,Maliwan,Shotgun,39,Grip,MAL_SG.part_grip_04_hyp,
10,Maliwan,Shotgun,40,Grip,MAL_SG.part_grip_01,
10,Maliwan,Shotgun,41,Grip,MAL_SG.part_grip_02,
10,Maliwan,Shotgun,42,Grip,MAL_SG.part_grip_03,
10,Maliwan,Shotgun,43,Underbarrel,MAL_SG.part_underbarrel_03_beam_tosser,
10,Maliwan,Shotgun,44,Underbarrel,MAL_SG.part_underbarrel_02_energydisc,
10,Maliwan,Shotgun,45,Underbarrel,MAL_SG.part_underbarrel_04_atlas_ball,
10,Maliwan,Shotgun,46,Underbarrel,MAL_SG.part_underbarrel_05_ammoswitcher,
10,Maliwan,Shotgun,47,Foregrip,MAL_SG.part_foregrip_02,
10,Maliwan,Shotgun,48,Foregrip,MAL_SG.part_foregrip_03,
10,Maliwan,Shotgun,49,Underbarrel,MAL_SG.part_underbarrel_01_blowback,
10,Maliwan,Shotgun,50,Underbarrel,MAL_SG.part_underbarrel_04_atlas,
10,Maliwan,Shotgun,51,Foregrip,MAL_SG.part_foregrip_01,
10,Maliwan,Shotgun,52,Manufacturer Part,MAL_SG.part_secondary_ammo_smg,
10,Maliwan,Shotgun,53,Manufacturer Part,MAL_SG.part_secondary_ammo_ar,
10,Maliwan,Shotgun,54,Manufacturer Part,MAL_SG.part_secondary_ammo_ps,
10,Maliwan,Shotgun,55,Manufacturer Part,MAL_SG.part_secondary_ammo_sr,
10,Maliwan,Shotgun,56,Barrel,MAL_SG.part_barrel_01_kaleidosplode,Kaleidosplode
10,Maliwan,Shotgun,58,Barrel,MAL_SG.part_barrel_02_sweet_embrace,Sweet Embrace
10,Maliwan,Shotgun,59,Foregrip,MAL_SG.part_foregrip_04,
10,Maliwan,Shotgun,62,Barrel,MAL_SG.part_barrel_02_mantra,Mantra
10,Maliwan,Shotgun,63,Barrel Accessory,MAL_SG.part_barrel_01_a,
10,Maliwan,Shotgun,64,Barrel Accessory,MAL_SG.part_barrel_01_b,
10,Maliwan,Shotgun,65,Barrel Accessory,MAL_SG.part_barrel_01_c,
10,Maliwan,Shotgun,66,Barrel Accessory,MAL_SG.part_barrel_01_d,
10,Maliwan,Shotgun,67,Barrel Accessory,MAL_SG.part_barrel_02_a,
10,Maliwan,Shotgun,68,Barrel Accessory,MAL_SG.part_barrel_02_b,
10,Maliwan,Shotgun,69,Barrel Accessory,MAL_SG.part_barrel_02_c,
10,Maliwan,Shotgun,70,Barrel Accessory,MAL_SG.part_barrel_02_d,
10,Maliwan,Shotgun,71,Manufacturer Part,MAL_SG.part_barrel_licensed_jak,
10,Maliwan,Shotgun,72,Tediore Payload,MAL_SG.part_barrel_licensed_ted,Tediore Throw
10,Maliwan,Shotgun,73,Tediore Payload,MAL_SG.part_barrel_licensed_ted_shooting,Tediore Shooting
10,Maliwan,Shotgun,74,Tediore Payload,MAL_SG.part_barrel_licensed_ted_mirv,Tediore MIRV
10,Maliwan,Shotgun,75,Tediore Payload,MAL_SG.part_barrel_licensed_ted_combo,Tediore Combo
10,Maliwan,Shotgun,76,Manufacturer Part,MAL_SG.part_barrel_licensed_hyp,
10,Maliwan,Shotgun,77,Manufacturer Part,MAL_SG.part_mag_torgue_normal,
10,Maliwan,Shotgun,78,Manufacturer Part,MAL_SG.part_mag_torgue_sticky,
10,Maliwan,Shotgun,79,Magazine,MAL_SG.part_mag_03_tor,
10,Maliwan,Shotgun,60,Barrel,MAL_SG.part_barrel_01_reminisce,Reminisce
10,Maliwan,Shotgun,82,Barrel,MAL_SG.part_barrel_01_discybusiness,Discy Business
21,Maliwan,SMG,2,Body,MAL_SM.part_body,
21,Maliwan,SMG,3,Body Accessory,MAL_SM.part_body_a,
21,Maliwan,SMG,4,Body Accessory,MAL_SM.part_body_b,
21,Maliwan,SMG,5,Body Accessory,MAL_SM.part_body_c,
21,Maliwan,SMG,6,Body Accessory,MAL_SM.part_body_d,
21,Maliwan,SMG,7,Barrel,MAL_SM.part_barrel_01,Ephemeris
21,Maliwan,SMG,8,Barrel,MAL_SM.part_barrel_02,Synastry
21,Maliwan,SMG,9,Manufacturer Part,MAL_SM.part_shield_default,
21,Maliwan,SMG,10,Manufacturer Part,MAL_SM.part_shield_ricochet,
21,Maliwan,SMG,11,Manufacturer Part,MAL_SM.part_shield_ammo,
21,Maliwan,SMG,12,Manufacturer Part,MAL_SM.part_shield_amp,
21,Maliwan,SMG,13,Magazine,MAL_SM.part_mag_01,
21,Maliwan,SMG,14,Magazine,MAL_SM.part_mag_02,
21,Maliwan,SMG,15,Magazine,MAL_SM.part_mag_03_tor,
21,Maliwan,SMG,16,Magazine,MAL_SM.part_mag_04_cov,
21,Maliwan,SMG,17,Magazine,MAL_SM.part_mag_05_borg,
21,Maliwan,SMG,18,Manufacturer Part,MAL_SM.part_mag_torgue_normal,
21,Maliwan,SMG,19,Manufacturer Part,MAL_SM.part_mag_torgue_sticky,
21,Maliwan,SMG,20,Tediore Throw Reload,MAL_SM.part_mag_ted_thrown_01,
21,Maliwan,SMG,21,Tediore Throw Reload,MAL_SM.part_mag_ted_thrown_02,
21,Maliwan,SMG,22,Tediore Throw Reload,MAL_SM.part_mag_ted_thrown_03_tor,
21,Maliwan,SMG,23,Tediore Throw Reload,MAL_SM.part_mag_ted_thrown_04_cov,
21,Maliwan,SMG,24,Tediore Throw Reload,MAL_SM.part_mag_ted_thrown_05_bor,
21,Maliwan,SMG,25,Scope,MAL_SM.part_scope_ironsight,
21,Maliwan,SMG,26,Scope,MAL_SM.part_scope_01_lens_01,
21,Maliwan,SMG,27,Scope,MAL_SM.part_scope_01_lens_02,
21,Maliwan,SMG,28,Scope,MAL_SM.part_scope_02_lens_01,
21,Maliwan,SMG,29,Scope,MAL_SM.part_scope_02_lens_02,
21,Maliwan,SMG,30,Scope Accessory,MAL_SM.part_scope_acc_S01_L01_a,
21,Maliwan,SMG,31,Scope Accessory,MAL_SM.part_scope_acc_S01_L01_b,
21,Maliwan,SMG,32,Scope Accessory,MAL_SM.part_scope_acc_S02_L01_a,
21,Maliwan,SMG,33,Scope Accessory,MAL_SM.part_scope_acc_S02_L01_b,
21,Maliwan,SMG,34,Scope Accessory,MAL_SM.part_scope_acc_S01_L02_a,
21,Maliwan,SMG,35,Scope Accessory,MAL_SM.part_scope_acc_S01_L02_b,
21,Maliwan,SMG,36,Scope Accessory,MAL_SM.part_scope_acc_S02_L02_a,
21,Maliwan,SMG,37,Scope Accessory,MAL_SM.part_scope_acc_S02_L02_b,
21,Maliwan,SMG,38,Grip,MAL_SM.part_grip_05c_ted_jav,
21,Maliwan,SMG,39,Grip,MAL_SM.part_grip_05b_ted_homing,
21,Maliwan,SMG,40,Grip,MAL_SM.part_grip_05a_ted_legs,
21,Maliwan,SMG,41,Grip,MAL_SM.part_grip_04_hyp,
21,Maliwan,SMG,42,Grip,MAL_SM.part_grip_01,
21,Maliwan,SMG,43,Grip,MAL_SM.part_grip_02,
21,Maliwan,SMG,44,Grip,MAL_SM.part_grip_03,
21,Maliwan,SMG,45,Underbarrel,MAL_SM.part_underbarrel_03_railgun,
21,Maliwan,SMG,46,Underbarrel,MAL_SM.part_underbarrel_02_overcharge,
21,Maliwan,SMG,47,Underbarrel,MAL_SM.part_underbarrel_04_atlas_ball,
21,Maliwan,SMG,48,Underbarrel,MAL_SM.part_underbarrel_05_ammoswitcher,
21,Maliwan,SMG,49,Foregrip,MAL_SM.part_foregrip_02,
21,Maliwan,SMG,50,Foregrip,MAL_SM.part_foregrip_03,
21,Maliwan,SMG,51,Foregrip,MAL_SM.part_foregrip_01,
21,Maliwan,SMG,52,Underbarrel,MAL_SM.part_underbarrel_04_atlas,
21,Maliwan,SMG,53,Underbarrel,MAL_SM.part_underbarrel_01_laserwire,
21,Maliwan,SMG,54,Manufacturer Part,MAL_SM.part_secondary_ammo_sg,
21,Maliwan,SMG,55,Manufacturer Part,MAL_SM.part_secondary_ammo_ar,
21,Maliwan,SMG,56,Manufacturer Part,MAL_SM.part_secondary_ammo_ps,
21,Maliwan,SMG,57,Manufacturer Part,MAL_SM.part_secondary_ammo_sr,
21,Maliwan,SMG,59,Barrel,MAL_SM.part_barrel_01_OhmIGot,Ohm I Got
21,Maliwan,SMG,61,Barrel Accessory,MAL_SM.part_barrel_02_d_PlasmaCoil,Superconducting Plasma Coil
21,Maliwan,SMG,62,Barrel,MAL_SM.part_barrel_02_PlasmaCoil,Plasma Coil
21,Maliwan,SMG,65,Barrel Accessory,MAL_SM.part_barrel_01_a,
21,Maliwan,SMG,66,Barrel Accessory,MAL_SM.part_barrel_01_b,
21,Maliwan,SMG,67,Barrel Accessory,MAL_SM.part_barrel_01_c,
21,Maliwan,SMG,68,Barrel Accessory,MAL_SM.part_barrel_01_d,
21,Maliwan,SMG,69,Barrel Accessory,MAL_SM.part_barrel_02_a,
21,Maliwan,SMG,70,Barrel Accessory,MAL_SM.part_barrel_02_b,
21,Maliwan,SMG,71,Barrel Accessory,MAL_SM.part_barrel_02_c,
21,Maliwan,SMG,72,Barrel Accessory,MAL_SM.part_barrel_02_d,
21,Maliwan,SMG,73,Manufacturer Part,MAL_SM.part_barrel_licensed_jak,
21,Maliwan,SMG,74,Tediore Payload,MAL_SM.part_barrel_licensed_ted,Tediore Throw
21,Maliwan,SMG,75,Tediore Payload,MAL_SM.part_barrel_licensed_ted_shooting,Tediore Shooting
21,Maliwan,SMG,76,Tediore Payload,MAL_SM.part_barrel_licensed_ted_mirv,Tediore MIRV
21,Maliwan,SMG,77,Tediore Payload,MAL_SM.part_barrel_licensed_ted_combo,Tediore Combo
21,Maliwan,SMG,78,Manufacturer Part,MAL_SM.part_barrel_licensed_hyp,
21,Maliwan,SMG,79,Manufacturer Part,MAL_SM.part_mag_torgue_normal_songbird,Broken Wings
21,Maliwan,SMG,80,Barrel,MAL_SM.part_barrel_02_songbird,Broken Wings
21,Maliwan,SMG,84,Barrel,MAL_SM.part_barrel_02_flashcyclone,Flash Cyclone
21,Maliwan,SMG,88,Foregrip,MAL_SM.part_foregrip_01_flashcyclone,Flash Cyclone
21,Maliwan,SMG,87,Foregrip,MAL_SM.part_foregrip_02_flashcyclone,Flash Cyclone
21,Maliwan,SMG,86,Foregrip,MAL_SM.part_foregrip_03_flashcyclone,Flash Cyclone
21,Maliwan,SMG,89,Barrel,MAL_SM.part_barrel_02_juliet,Juliet's Sparkle
25,Maliwan,Sniper,2,Body,MAL_SR.part_body,
25,Maliwan,Sniper,3,Body Accessory,MAL_SR.part_body_a,
25,Maliwan,Sniper,4,Body Accessory,MAL_SR.part_body_b,
25,Maliwan,Sniper,5,Body Accessory,MAL_SR.part_body_c,
25,Maliwan,Sniper,6,Body Accessory,MAL_SR.part_body_d,
25,Maliwan,Sniper,7,Barrel,MAL_SR.part_barrel_01,Midheaven
25,Maliwan,Sniper,8,Barrel,MAL_SR.part_barrel_02,Transit
25,Maliwan,Sniper,9,Manufacturer Part,MAL_SR.part_shield_default,
25,Maliwan,Sniper,10,Manufacturer Part,MAL_SR.part_shield_ricochet,
25,Maliwan,Sniper,11,Manufacturer Part,MAL_SR.part_shield_ammo,
25,Maliwan,Sniper,12,Manufacturer Part,MAL_SR.part_shield_amp,
25,Maliwan,Sniper,13,Magazine,MAL_SR.part_mag_01,
25,Maliwan,Sniper,14,Magazine,MAL_SR.part_mag_02,
25,Maliwan,Sniper,15,Magazine,MAL_SR.part_mag_03_tor,
25,Maliwan,Sniper,16,Magazine,MAL_SR.part_mag_04_cov,
25,Maliwan,Sniper,17,Magazine,MAL_SR.part_mag_05_borg,
25,Maliwan,Sniper,18,Manufacturer Part,MAL_SR.part_mag_torgue_normal,
25,Maliwan,Sniper,19,Manufacturer Part,MAL_SR.part_mag_torgue_sticky,
25,Maliwan,Sniper,20,Barrel,MAL_SR.part_barrel_01_complex_root,Complex Root
25,Maliwan,Sniper,21,Tediore Throw Reload,MAL_SR.part_mag_ted_thrown_01,
25,Maliwan,Sniper,22,Tediore Throw Reload,MAL_SR.part_mag_ted_thrown_02,
25,Maliwan,Sniper,23,Tediore Throw Reload,MAL_SR.part_mag_ted_thrown_03_tor,
25,Maliwan,Sniper,24,Tediore Throw Reload,MAL_SR.part_mag_ted_thrown_04_cov,
25,Maliwan,Sniper,25,Tediore Throw Reload,MAL_SR.part_mag_ted_thrown_05_bor,
25,Maliwan,Sniper,26,Scope,MAL_SR.part_scope_ironsight,
25,Maliwan,Sniper,27,Scope,MAL_SR.part_scope_01_lens_01,
25,Maliwan,Sniper,28,Scope,MAL_SR.part_scope_01_lens_02,
25,Maliwan,Sniper,29,Scope,MAL_SR.part_scope_02_lens_01,
25,Maliwan,Sniper,30,Scope,MAL_SR.part_scope_02_lens_02,
25,Maliwan,Sniper,31,Scope Accessory,MAL_SR.part_scope_acc_s01_l01_a,
25,Maliwan,Sniper,32,Scope Accessory,MAL_SR.part_scope_acc_s01_l01_b,
25,Maliwan,Sniper,33,Scope Accessory,MAL_SR.part_scope_acc_s02_l01_a,
25,Maliwan,Sniper,34,Scope Accessory,MAL_SR.part_scope_acc_s02_l01_b,
25,Maliwan,Sniper,35,Scope Accessory,MAL_SR.part_scope_acc_s01_l02_a,
25,Maliwan,Sniper,36,Scope Accessory,MAL_SR.part_scope_acc_s01_l02_b,
25,Maliwan,Sniper,37,Scope Accessory,MAL_SR.part_scope_acc_s02_l02_a,
25,Maliwan,Sniper,38,Scope Accessory,MAL_SR.part_scope_acc_s02_l02_b,
25,Maliwan,Sniper,39,Grip,MAL_SR.part_grip_05c_ted_jav,
25,Maliwan,Sniper,40,Grip,MAL_SR.part_grip_05b_ted_homing,
25,Maliwan,Sniper,41,Grip,MAL_SR.part_grip_05a_ted_legs,
25,Maliwan,Sniper,42,Grip,MAL_SR.part_grip_04_hyp,
25,Maliwan,Sniper,43,Grip,MAL_SR.part_grip_01,
25,Maliwan,Sniper,44,Grip,MAL_SR.part_grip_02,
25,Maliwan,Sniper,45,Grip,MAL_SR.part_grip_03,
25,Maliwan,Sniper,46,Underbarrel,MAL_SR.part_underbarrel_05_ammoswitcher,
25,Maliwan,Sniper,47,Underbarrel,MAL_SR.part_underbarrel_04_atlas_ball,
25,Maliwan,Sniper,48,Underbarrel,MAL_SR.part_underbarrel_02_multitaser,
25,Maliwan,Sniper,49,Underbarrel,MAL_SR.part_underbarrel_01_singularity,
25,Maliwan,Sniper,50,Foregrip,MAL_SR.part_foregrip_02,
25,Maliwan,Sniper,51,Foregrip,MAL_SR.part_foregrip_03,
25,Maliwan,Sniper,52,Foregrip,MAL_SR.part_foregrip_01,
25,Maliwan,Sniper,53,Underbarrel,MAL_SR.part_underbarrel_03_rocketpod,
25,Maliwan,Sniper,54,Underbarrel,MAL_SR.part_underbarrel_04_atlas,
25,Maliwan,Sniper,55,Manufacturer Part,MAL_SR.part_secondary_ammo_smg,
25,Maliwan,Sniper,56,Manufacturer Part,MAL_SR.part_secondary_ammo_sg,
25,Maliwan,Sniper,57,Manufacturer Part,MAL_SR.part_secondary_ammo_ar,
25,Maliwan,Sniper,58,Manufacturer Part,MAL_SR.part_secondary_ammo_ps,
25,Maliwan,Sniper,60,Barrel,MAL_SR.part_barrel_02_katagawa,Katagawa's Revenge
25,Maliwan,Sniper,62,Foregrip,MAL_SR.part_foregrip_04,
25,Maliwan,Sniper,63,Borg Magazine Adapter,MAL_SR.part_mag_05_borg_barrel_02,
25,Maliwan,Sniper,64,Borg Magazine Adapter,MAL_SR.part_mag_05_borg_barrel_01,
25,Maliwan,Sniper,65,Barrel Accessory,MAL_SR.part_barrel_01_a,
25,Maliwan,Sniper,66,Barrel Accessory,MAL_SR.part_barrel_01_b,
25,Maliwan,Sniper,67,Barrel Accessory,MAL_SR.part_barrel_01_c,
25,Maliwan,Sniper,68,Barrel Accessory,MAL_SR.part_barrel_01_d,
25,Maliwan,Sniper,69,Barrel Accessory,MAL_SR.part_barrel_02_a,
25,Maliwan,Sniper,70,Barrel Accessory,MAL_SR.part_barrel_02_b,
25,Maliwan,Sniper,71,Barrel Accessory,MAL_SR.part_barrel_02_c,
25,Maliwan,Sniper,72,Barrel Accessory,MAL_SR.part_barrel_02_d,
25,Maliwan,Sniper,73,Manufacturer Part,MAL_SR.part_barrel_licensed_jak,
25,Maliwan,Sniper,74,Tediore Payload,MAL_SR.part_barrel_licensed_ted,Tediore Throw
25,Maliwan,Sniper,75,Tediore Payload,MAL_SR.part_barrel_licensed_ted_shooting,Tediore Shooting
25,Maliwan,Sniper,76,Tediore Payload,MAL_SR.part_barrel_licensed_ted_mirv,Tediore MIRV
25,Maliwan,Sniper,77,Tediore Payload,MAL_SR.part_barrel_licensed_ted_combo,Tediore Combo
25,Maliwan,Sniper,78,Manufacturer Part,MAL_SR.part_barrel_licensed_hyp,
25,Maliwan,Sniper,79,Barrel,MAL_SR.part_barrel_01_asher,Asher's Rise
25,Maliwan,Sniper,81,Barrel,MAL_SR.part_barrel_02_conflux,Conflux
25,Maliwan,Sniper,85,Barrel,MAL_SR.part_barrel_01_manifest,Marshall's Claw
25,Maliwan,Sniper,86,Magazine Accessory,MAL_SR.part_mag_05_borg_acc_manifest,Marshall's Claw
15,Order,Assault Rifle,1,Scope,ORD_AR.part_scope_02_lens_02_gmr,
15,Order,Assault Rifle,2,Barrel,ORD_AR.part_barrel_02_gmr,G.M.R.
15,Order,Assault Rifle,3,Body Accessory,ORD_AR.part_body_a,
15,Order,Assault Rifle,4,Body Accessory,ORD_AR.part_body_b,
15,Order,Assault Rifle,5,Body Accessory,ORD_AR.part_body_c,
15,Order,Assault Rifle,6,Body Accessory,ORD_AR.part_body_d,
15,Order,Assault Rifle,7,Barrel,ORD_AR.part_barrel_01,Indiction
15,Order,Assault Rifle,8,Barrel,ORD_AR.part_barrel_02,Schema
15,Order,Assault Rifle,9,Manufacturer Part,ORD_AR.part_shield_default,
15,Order,Assault Rifle,10,Manufacturer Part,ORD_AR.part_shield_ricochet,
15,Order,Assault Rifle,11,Manufacturer Part,ORD_AR.part_shield_ammo,
15,Order,Assault Rifle,12,Manufacturer Part,ORD_AR.part_shield_amp,
15,Order,Assault Rifle,13,Magazine,ORD_AR.part_mag_01,
15,Order,Assault Rifle,14,Magazine,ORD_AR.part_mag_02,
15,Order,Assault Rifle,15,Magazine,ORD_AR.part_mag_04_cov,
15,Order,Assault Rifle,16,Magazine,ORD_AR.part_mag_05_borg,
15,Order,Assault Rifle,17,Tediore Throw Reload,ORD_AR.part_mag_ted_thrown_01,
15,Order,Assault Rifle,18,Tediore Throw Reload,ORD_AR.part_mag_ted_thrown_02,
15,Order,Assault Rifle,19,Tediore Throw Reload,ORD_AR.part_mag_ted_thrown_03_tor,
15,Order,Assault Rifle,20,Tediore Throw Reload,ORD_AR.part_mag_ted_thrown_04_cov,
15,Order,Assault Rifle,21,Tediore Throw Reload,ORD_AR.part_mag_ted_thrown_05_bor,
15,Order,Assault Rifle,22,Scope,ORD_AR.part_scope_02_lens_02,
15,Order,Assault Rifle,23,Scope,ORD_AR.part_scope_02_lens_01,
15,Order,Assault Rifle,24,Scope,ORD_AR.part_scope_01_lens_02,
15,Order,Assault Rifle,25,Scope,ORD_AR.part_scope_01_lens_01,
15,Order,Assault Rifle,26,Scope,ORD_AR.part_scope_ironsight,
15,Order,Assault Rifle,27,Scope Accessory,ORD_AR.part_scope_acc_s01_l01_a,
15,Order,Assault Rifle,28,Scope Accessory,ORD_AR.part_scope_acc_s01_l01_b,
15,Order,Assault Rifle,29,Scope Accessory,ORD_AR.part_scope_acc_s02_l01_a,
15,Order,Assault Rifle,30,Scope Accessory,ORD_AR.part_scope_acc_s02_l01_b,
15,Order,Assault Rifle,31,Scope Accessory,ORD_AR.part_scope_acc_s01_l02_a,
15,Order,Assault Rifle,32,Scope Accessory,ORD_AR.part_scope_acc_s01_l02_b,
15,Order,Assault Rifle,33,Scope Accessory,ORD_AR.part_scope_acc_s02_l02_a,
15,Order,Assault Rifle,34,Scope Accessory,ORD_AR.part_scope_acc_s02_l02_b,
15,Order,Assault Rifle,35,Grip,ORD_AR.part_grip_05a_ted_legs,
15,Order,Assault Rifle,36,Grip,ORD_AR.part_grip_05c_ted_jav,
15,Order,Assault Rifle,37,Grip,ORD_AR.part_grip_05b_ted_homing,
15,Order,Assault Rifle,38,Grip,ORD_AR.part_grip_04_hyp,
15,Order,Assault Rifle,39,Grip,ORD_AR.part_grip_01,
15,Order,Assault Rifle,40,Grip,ORD_AR.part_grip_02,
15,Order,Assault Rifle,41,Grip,ORD_AR.part_grip_03,
15,Order,Assault Rifle,42,Underbarrel,ORD_AR.part_underbarrel_01_seeker,
15,Order,Assault Rifle,43,Underbarrel,ORD_AR.part_underbarrel_03_killdrone,
15,Order,Assault Rifle,44,Underbarrel,ORD_AR.part_underbarrel_04_atlas_ball,
15,Order,Assault Rifle,45,Underbarrel,ORD_AR.part_underbarrel_04_atlas,
15,Order,Assault Rifle,46,Foregrip,ORD_AR.part_foregrip_02,
15,Order,Assault Rifle,47,Foregrip,ORD_AR.part_foregrip_03,
15,Order,Assault Rifle,48,Manufacturer Part,ORD_AR.part_secondary_ammo_sm,
15,Order,Assault Rifle,49,Manufacturer Part,ORD_AR.part_secondary_ammo_sg,
15,Order,Assault Rifle,50,Manufacturer Part,ORD_AR.part_secondary_ammo_ps,
15,Order,Assault Rifle,51,Manufacturer Part,ORD_AR.part_secondary_ammo_sr,
15,Order,Assault Rifle,52,Barrel Accessory,ORD_AR.part_barrel_01_a,
15,Order,Assault Rifle,53,Barrel Accessory,ORD_AR.part_barrel_01_b,
15,Order,Assault Rifle,54,Barrel Accessory,ORD_AR.part_barrel_01_c,
15,Order,Assault Rifle,55,Barrel Accessory,ORD_AR.part_barrel_01_d,
15,Order,Assault Rifle,56,Barrel Accessory,ORD_AR.part_barrel_02_a,
15,Order,Assault Rifle,57,Barrel Accessory,ORD_AR.part_barrel_02_b,
15,Order,Assault Rifle,58,Barrel Accessory,ORD_AR.part_barrel_02_c,
15,Order,Assault Rifle,59,Barrel Accessory,ORD_AR.part_barrel_02_d,
15,Order,Assault Rifle,60,Manufacturer Part,ORD_AR.part_barrel_licensed_jak,
15,Order,Assault Rifle,61,Tediore Payload,ORD_AR.part_barrel_licensed_ted,Tediore Throw
15,Order,Assault Rifle,62,Tediore Payload,ORD_AR.part_barrel_licensed_ted_shooting,Tediore Shooting
15,Order,Assault Rifle,63,Tediore Payload,ORD_AR.part_barrel_licensed_ted_mirv,Tediore MIRV
15,Order,Assault Rifle,64,Tediore Payload,ORD_AR.part_barrel_licensed_ted_combo,Tediore Combo
15,Order,Assault Rifle,65,Manufacturer Part,ORD_AR.part_barrel_licensed_hyp,
15,Order,Assault Rifle,66,Manufacturer Part,ORD_AR.part_mag_torgue_normal,
15,Order,Assault Rifle,67,Manufacturer Part,ORD_AR.part_mag_torgue_sticky,
15,Order,Assault Rifle,68,Underbarrel,ORD_AR.part_underbarrel_02_deathsphere,
15,Order,Assault Rifle,69,Underbarrel,ORD_AR.part_underbarrel_05_ammoswitcher,
15,Order,Assault Rifle,70,Foregrip,ORD_AR.part_foregrip_01,
15,Order,Assault Rifle,71,Magazine,ORD_AR.part_mag_03_tor,
15,Order,Assault Rifle,72,Barrel,ORD_AR.part_barrel_02_goalkeeper,Goalkeeper
15,Order,Assault Rifle,74,Body,ORD_AR.part_body,
15,Order,Assault Rifle,78,Barrel,ORD_AR.part_barrel_02_crowsourced,Crow-Sourced
4,Order,Pistol,1,Magazine,ORD_PS.part_mag_03_rocketreload,Lucky Clover
4,Order,Pistol,2,Body,ORD_PS.part_body,
4,Order,Pistol,3,Body Accessory,ORD_PS.part_body_a,
4,Order,Pistol,4,Body Accessory,ORD_PS.part_body_b,
4,Order,Pistol,5,Body Accessory,ORD_PS.part_body_c,
4,Order,Pistol,6,Body Accessory,ORD_PS.part_body_d,
4,Order,Pistol,7,Barrel,ORD_PS.part_barrel_01,Punct
4,Order,Pistol,8,Barrel,ORD_PS.part_barrel_02,Lemma
4,Order,Pistol,9,Manufacturer Part,ORD_PS.part_shield_default,
4,Order,Pistol,10,Manufacturer Part,ORD_PS.part_shield_ricochet,
4,Order,Pistol,11,Manufacturer Part,ORD_PS.part_shield_ammo,
4,Order,Pistol,12,Manufacturer Part,ORD_PS.part_shield_amp,
4,Order,Pistol,13,Magazine,ORD_PS.part_mag_01,
4,Order,Pistol,14,Magazine,ORD_PS.part_mag_02,
